id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
484	1982	11	9	2		54.346531	-7.640404	Konflikt v Severním Irsku		
485	1982	11	16	2		54.298121	-6.521291	Konflikt v Severním Irsku		
486	1982	12	29	2	0	43.338233	-1.789272	Baskický separatismus		
487	1981	1	21	2	0	54.347539	-6.656108	Konflikt v Severním Irsku		
488	1981	2	5	2	0	45.409538	11.876554	Extrémní pravice		
489	1981	3	4	2	0	48.856614	2.352222	Ostatní		
490	1981	4	27	2	1	40.840097	14.251636	Extrémní levice		
491	1981	5	4	2	5	40.416691	-3.700345	Extrémní levice		
492	1981	5	4	2	0	41.387917	2.169919	Extrémní levice		
493	1981	5	14	2	1	43.208759	-2.774116	Baskický separatismus		
494	1981	6	17	2	0	41.387917	2.169919	Extrémní levice		
495	1981	6	17	2	1	41.981796	II.37	Extrémní levice		
496	1981	6	24	2	1	43.136978	-2.073914	Ostatní		
497	1981	7	22	2	70	37.950902	23.641103	Arabský a islámský terorismus		
498	1981	8	2	2	2	54.600305	-7.298402	Konflikt v Severním Irsku		
499	1981	8	4	2	0	50.850335	4.351685	Ostatní		
500	1981	8	29	2	19	48.208174	16.373819	Ostatní		
501	1981	9	7	2	0	54.542956	-6.926293	Konflikt v Severním Irsku		
502	1981	10	3	2	0	38.725299	-9.150036	Extrémní levice		
503	1981	10	9	2	37	51.500152	-0.126236	Konflikt v Severním Irsku		
504	1981	10	19	2	1	45.463681	9.188171	Ostatní		
505	1981	10	21	2	0	41.782289	12.352779	Extrémní pravice		
506	1981	10	21	2	0	43.311307	-1.900896	Baskický separatismus		
507	1981	11	14	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
508	1981	12	5	2	0	41.89052	12.494249	Extrémní pravice		
509	1980	1	16	2	0	37.97918	23.716647	Ostatní		
510	1980	2	3	2	0	43.256963	-2.923441	Ostatní		
511	1980	2	11	2		54.238631	-7.170908	Konflikt v Severním Irsku		
512	1980	3	10	2	12	41.89052	12.494249	Ostatní		
513	1980	3	26	2	0	43.492949	-1.474841	Ostatní		
514	1980	4	6	2	0			Baskický separatismus		
515	1980	4	16	2	0	43.338233	-1.789272	Baskický separatismus		
516	1980	4	28	2	1	43.299442	-1.859099	Baskický separatismus		
517	1980	5	16	2	0	42.817988	-1.644184	Baskický separatismus		
518	1980	7	13	2	2	43.320812	-1.984447	Baskický separatismus		
519	1980	7	31	2	2	37.97918	23.716647	Ostatní		
520	1980	8	15	2		54.597269	-5.930109	Ostatní		
521	1980	10	15	2		54.597269	-5.930109	Konflikt v Severním Irsku		
522	1980	11	23	2	10	43.359399	-1.766148	Extrémní pravice		
523	1980	11	25	2	1	48.856614	2.352222	Ostatní		
524	1980	12	19	2	0	49.599937	11.0063	Ostatní		
525	1979	1	5	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
526	1979	1	6	2	0	43.047076	-2.204605	Baskický separatismus		
527	1979	1	13	2	1	43.178205	-2.31164	Baskický separatismus		
528	1979	2	4	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
529	1979	2	8	2	0	41.387917	2.169919	Ostatní		
530	1979	2	24	2		54.250039	-6.703625	Konflikt v Severním Irsku		
531	1979	3	22	2	0	52.069858	4.291111	Konflikt v Severním Irsku		
532	1979	4	5	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
533	1979	4	11	2		54.597269	-5.930109	Konflikt v Severním Irsku		
534	1979	5	2	2	0	43.054198	-2.178116	Baskický separatismus		
535	1979	5	6	2	0	54.253718	-7.44106	Konflikt v Severním Irsku		
536	1979	6	2	2	0	54.347539	-6.656108	Konflikt v Severním Irsku		
537	1979	6	3	2	0	54.077313	-6.608787	Konflikt v Severním Irsku		
538	1979	6	3	2	0	40.416691	-3.700345	Ostatní		
539	1979	7	28	2	0	43.256963	-2.923441	Ostatní		
540	1979	7	29	2	9	40.416691	-3.700345	Baskický separatismus		
541	1979	7	29	2	50	40.416691	-3.700345	Baskický separatismus		
542	1979	7	29	2	50	40.416691	-3.700345	Baskický separatismus		
543	1979	8	2	2	0	54.411953	-6.745731	Konflikt v Severním Irsku		
544	1979	9	19	2	0	43.256963	-2.923441	Baskický separatismus		
545	1979	10	28	2		54.597269	-5.930109	Konflikt v Severním Irsku		
546	1979	11	8	2		54.597269	-5.930109	Konflikt v Severním Irsku		
547	1979	11	15	2	0	35.171435	33.369906	Ostatní		
548	1979	11	21	2	0	44.407062	8.933989	Extrémní levice		
549	1979	12	11	2	0	41.652943	-4.728381	Ostatní		
550	1978	2	8	2	1	54.597269	-5.930109	Konflikt v Severním Irsku		
551	1978	2	11	2		54.597269	-5.930109	Konflikt v Severním Irsku		
552	1978	3	3	2		54.597269	-5.930109	Konflikt v Severním Irsku		
553	1978	3	5	2	2	42.846718	-2.671635	Baskický separatismus		
554	1978	3	8	2		54.42071	-6.443767	Konflikt v Severním Irsku		
555	1978	3	17	2	10	43.256963	-2.923441	Baskický separatismus		
556	1978	3	17	2	14	43.256963	-2.923441	Baskický separatismus		
557	1978	5	2	2	2	43.320812	-1.984447	Baskický separatismus		
558	1978	5	11	2		43.256963	-2.923441	Baskický separatismus		
559	1978	5	25	2		54.597269	-5.930109	Konflikt v Severním Irsku		
560	1978	6	17	2	0	54.18064	-6.410521	Konflikt v Severním Irsku		
561	1978	7	21	2	0	40.416691	-3.700345	Baskický separatismus		
562	1978	7	31	2	3	48.856614	2.352222	Arabský a islámský terorismus		
563	1978	8	3	2	0	48.856614	2.352222	Arabský a islámský terorismus		
564	1978	8	20	2	9	51.500152	-0.126236	Arabský a islámský terorismus		
565	1978	9	25	2	0	43.320812	-1.984447	Baskický separatismus		
566	1978	10	9	2	0	43.320812	-1.984447	Baskický separatismus		
567	1978	10	13	2	1	43.256963	-2.923441	Baskický separatismus		
568	1978	10	14	2	0	43.256963	-2.923441	Baskický separatismus		
569	1978	10	22	2	2	43.256963	-2.923441	Baskický separatismus		
570	1978	11	20	2	10	43.222177	-2.885668	Baskický separatismus		
571	1978	12	15	2	0	45.070562	7.686619	Extrémní levice		
572	1977	1	22	2		54.597269	-5.930109	Konflikt v Severním Irsku		
573	1977	1	28	2	0	40.416691	-3.700345	Extrémní levice		
574	1977	1	29	2	0	40.416691	-3.700345	Extrémní levice		
575	1977	2	27	2		54.597269	-5.930109	Konflikt v Severním Irsku		
576	1977	3	3	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
577	1977	4	8	2		54.692009	-6.6703	Konflikt v Severním Irsku		
578	1977	4	20	2		54.597269	-5.930109	Konflikt v Severním Irsku		
579	1977	6	4	2	0	41.387917	2.169919	Extrémní levice		
580	1977	6	4	2	0	41.387917	2.169919	Extrémní levice		
581	1977	6	29	2		54.597269	-5.930109	Konflikt v Severním Irsku		
582	1977	8	23	2	0	41.89052	12.494249	Ostatní		
583	1977	9	27	2	0	46.066712	11.119059	Extrémní levice		
584	1976	1	17	2		54.597269	-5.930109	Konflikt v Severním Irsku		
585	1976	1	22	2		54.597269	-5.930109	Konflikt v Severním Irsku		
586	1976	1	25	2		54.510893	-6.042726	Konflikt v Severním Irsku		
587	1976	1	27	2		54.597269	-5.930109	Konflikt v Severním Irsku		
588	1976	2	6	2		54.597269	-5.930109	Konflikt v Severním Irsku		
589	1976	2	7	2		54.645861	-6.745149	Konflikt v Severním Irsku		
590	1976	2	9	2		54.597269	-5.930109	Konflikt v Severním Irsku		
591	1976	3	9	2		54.437725	-6.002254	Konflikt v Severním Irsku		
592	1976	4	16	2		54.597269	-5.930109	Konflikt v Severním Irsku		
593	1976	4	22	2	5	38.725299	-9.150036	Ostatní		
594	1976	4	29	2		54.502852	-6.769568	Konflikt v Severním Irsku		
595	1976	5	15	2		54.597269	-5.930109	Konflikt v Severním Irsku		
596	1976	5	16	2		54.597269	-5.930109	Konflikt v Severním Irsku		
597	1976	5	17	2		54.446614	-6.690752	Konflikt v Severním Irsku		
598	1976	5	28	2		54.597269	-5.930109	Konflikt v Severním Irsku		
599	1976	6	5	2		54.597269	-5.930109	Konflikt v Severním Irsku		
600	1976	6	17	2		54.597269	-5.930109	Konflikt v Severním Irsku		
601	1976	6	18	2	0	53.823933	9.287901	Ostatní		
602	1976	7	9	2		54.644981	-5.928601	Konflikt v Severním Irsku		
603	1976	7	21	2	0	53.344104	-6.267494	Konflikt v Severním Irsku		
604	1976	8	16	2		54.250039	-6.703625	Konflikt v Severním Irsku		
605	1976	9	24	2		54.597269	-5.930109	Konflikt v Severním Irsku		
606	1976	9	25	2		54.560124	-5.983657	Konflikt v Severním Irsku		
607	1976	10	6	2		54.597269	-5.930109	Konflikt v Severním Irsku		
608	1976	10	13	2		54.458619	-6.604468	Konflikt v Severním Irsku		
609	1976	10	24	2		54.597269	-5.930109	Konflikt v Severním Irsku		
610	1976	10	30	2		54.597269	-5.930109	Konflikt v Severním Irsku		
611	1975	1	0	2	1	51.500152	-0.126236	Konflikt v Severním Irsku		
612	1975	1	21	2		54.597269	-5.930109	Konflikt v Severním Irsku		
613	1975	2	9	2		54.597269	-5.930109	Konflikt v Severním Irsku		
614	1975	2	10	2		54.594562	-6.931393	Konflikt v Severním Irsku		
615	1975	3	13	2		54.597269	-5.930109	Konflikt v Severním Irsku		
616	1975	3	15	2		54.597269	-5.930109	Konflikt v Severním Irsku		
617	1975	4	5	2		54.597269	-5.930109	Konflikt v Severním Irsku		
618	1975	4	7	2		54.751202	-5.71626	Konflikt v Severním Irsku		
619	1975	5	23	2		54.597269	-5.930109	Konflikt v Severním Irsku		
620	1975	6	12	2		54.597269	-5.930109	Konflikt v Severním Irsku		
621	1975	6	22	2		54.597269	-5.930109	Konflikt v Severním Irsku		
622	1975	8	1	2		54.373521	-6.359509	Konflikt v Severním Irsku		
623	1975	8	10	2		54.597269	-5.930109	Konflikt v Severním Irsku		
624	1975	8	24	2		54.192934	-6.576051	Konflikt v Severním Irsku		
625	1975	8	30	2		54.597269	-5.930109	Konflikt v Severním Irsku		
626	1975	9	3	2		54.597269	-5.930109	Konflikt v Severním Irsku		
627	1975	9	5	2	40	51.500152	-0.126236	Konflikt v Severním Irsku		
628	1975	10	23	2		54.470773	-6.685257	Konflikt v Severním Irsku		
629	1975	10	24	2	0	48.856614	2.352222	Ostatní		
630	1975	11	18	2	0	51.500152	-0.126236	Konflikt v Severním Irsku		
631	1975	11	25	2		54.594562	-6.931393	Konflikt v Severním Irsku		
632	1975	12	2	2		54.99451	-7.319996	Konflikt v Severním Irsku		
633	1975	12	19	2		53.999977	-6.403739	Konflikt v Severním Irsku		
634	1975	12	28	2		54.99451	-7.319996	Konflikt v Severním Irsku		
635	1974	1	11	2		54.99451	-7.319996	Konflikt v Severním Irsku		
636	1974	1	31	2		54.684823	-5.965868	Konflikt v Severním Irsku		
637	1974	2	11	2		54.684823	-5.965868	Konflikt v Severním Irsku		
638	1974	2	19	2		54.411142	-6.600146	Konflikt v Severním Irsku		
639	1974	2	23	2	0	37.714961	24.057122	Ostatní		
640	1974	3	10	2		54.081638	-6.448779	Konflikt v Severním Irsku		
641	1974	3	16	2		54.077313	-6.608787	Konflikt v Severním Irsku		
642	1974	3	29	2		54.597269	-5.930109	Konflikt v Severním Irsku		
643	1974	3	30	2		54.597269	-5.930109	Konflikt v Severním Irsku		
644	1974	5	7	2		54.530715	-6.811011	Konflikt v Severním Irsku		
645	1974	5	7	2		54.684823	-5.965868	Konflikt v Severním Irsku		
646	1974	5	10	2		54.560124	-5.983657	Konflikt v Severním Irsku		
647	1974	5	13	2		54.502852	-6.769568	Konflikt v Severním Irsku		
648	1974	5	24	2		54.863117	-6.278343	Konflikt v Severním Irsku		
649	1974	6	24	2		54.99451	-7.319996	Konflikt v Severním Irsku		
650	1974	8	13	2		54.077313	-6.608787	Konflikt v Severním Irsku		
651	1974	9	2	2	0	37.97918	23.716647	Ostatní		
652	1974	9	15	2	25	48.856614	2.352222	Arabský a islámský terorismus		
653	1974	9	17	2	0	43.066466	-2.489145	Baskický separatismus		
654	1974	10	22	2		43.768732	11.256901	Extrémní levice		
655	1974	10	28	2		54.25788	-5.791421	Konflikt v Severním Irsku		
656	1974	11	6	2		54.077313	-6.608787	Konflikt v Severním Irsku		
657	1974	11	7	2		54.577389	-6.677339	Konflikt v Severním Irsku		
658	1974	11	7	2		51.500152	-0.126236	Konflikt v Severním Irsku		
659	1974	11	9	2		54.70333	-6.095585	Konflikt v Severním Irsku		
660	1974	11	12	2		54.99451	-7.319996	Konflikt v Severním Irsku		
661	1974	11	23	2		54.597269	-5.930109	Konflikt v Severním Irsku		
662	1974	12	14	2		54.081638	-6.448779	Konflikt v Severním Irsku		
663	1973	1	1	2		55.068445	-7.355583	Konflikt v Severním Irsku		
664	1973	1	14	2		54.99451	-7.319996	Konflikt v Severním Irsku		
665	1973	2	3	2		54.597269	-5.930109	Konflikt v Severním Irsku		
666	1973	2	10	2		54.371772	-5.555976	Konflikt v Severním Irsku		
667	1973	2	18	2		54.597269	-5.930109	Konflikt v Severním Irsku		
668	1973	2	20	2		51.500152	-0.126236	Ostatní		
669	1973	2	27	2		54.479875	-6.228448	Konflikt v Severním Irsku		
670	1973	4	7	2		54.192934	-6.576051	Konflikt v Severním Irsku		
671	1973	5	13	2		54.597269	-5.930109	Konflikt v Severním Irsku		
672	1973	5	24	2		54.06149	-6.644365	Konflikt v Severním Irsku		
673	1973	6	3	2		54.597269	-5.930109	Ostatní		
674	1973	6	26	2		54.713382	-6.216761	Konflikt v Severním Irsku		
675	1973	7	17	2		54.597269	-5.930109	Konflikt v Severním Irsku		
676	1973	7	21	2		54.208418	-5.891745	Konflikt v Severním Irsku		
677	1973	8	5	2		54.446614	-6.690752	Konflikt v Severním Irsku		
678	1973	8	11	2		54.72	-7.613401	Konflikt v Severním Irsku		
679	1973	11	25	2		54.99451	-7.319996	Konflikt v Severním Irsku		
680	1972	1	27	2		54.99451	-7.319996	Konflikt v Severním Irsku		
681	1972	2	6	2		54.250039	-6.703625	Konflikt v Severním Irsku		
682	1972	2	10	2		54.131402	-6.586387	Konflikt v Severním Irsku		
683	1972	3	4	2		54.597269	-5.930109	Konflikt v Severním Irsku		
684	1972	3	15	2		54.597269	-5.930109	Konflikt v Severním Irsku		
685	1972	3	28	2		55.043617	-7.023927	Konflikt v Severním Irsku		
686	1972	6	2	2		54.238631	-7.170908	Konflikt v Severním Irsku		
687	1972	7	2	2		54.597269	-5.930109	Konflikt v Severním Irsku		
688	1972	7	2	2		54.597269	-5.930109	Konflikt v Severním Irsku		
689	1972	7	5	2		54.616602	-5.965891	Konflikt v Severním Irsku		
690	1972	7	12	2		54.42071	-6.443767	Konflikt v Severním Irsku		
691	1972	7	16	2		54.077313	-6.608787	Konflikt v Severním Irsku		
692	1972	7	22	2		54.597269	-5.930109	Konflikt v Severním Irsku		
693	1972	7	26	2		54.597269	-5.930109	Konflikt v Severním Irsku		
694	1972	8	7	2		54.253718	-7.44106	Konflikt v Severním Irsku		
695	1972	8	14	2		54.597269	-5.930109	Konflikt v Severním Irsku		
696	1972	8	26	2		54.346531	-7.640404	Konflikt v Severním Irsku		
697	1972	9	21	2		54.123175	-7.478935	Konflikt v Severním Irsku		
698	1972	9	29	2		54.597269	-5.930109	Konflikt v Severním Irsku		
699	1972	9	30	2		54.597269	-5.930109	Konflikt v Severním Irsku		
700	1972	10	2	2		54.597269	-5.930109	Konflikt v Severním Irsku		
701	1972	10	14	2		54.597269	-5.930109	Konflikt v Severním Irsku		
702	1972	10	31	2		54.597269	-5.930109	Konflikt v Severním Irsku		
703	1972	11	20	2		54.131402	-6.586387	Konflikt v Severním Irsku		
704	1972	12	1	2		53.344104	-6.267494	Konflikt v Severním Irsku		
705	1972	12	28	2		54.101906	-7.449668	Konflikt v Severním Irsku		
706	1971	2	26	2		54.597269	-5.930109	Konflikt v Severním Irsku		
707	1971	9	29	2		54.597269	-5.930109	Konflikt v Severním Irsku		
708	1971	10	15	2		54.597269	-5.930109	Konflikt v Severním Irsku		
709	1971	10	27	2		54.99451	-7.319996	Konflikt v Severním Irsku		
710	1971	11	1	2		54.597269	-5.930109	Konflikt v Severním Irsku		
711	1971	11	11	2		54.597269	-5.930109	Konflikt v Severním Irsku		
712	1971	11	27	2		54.18006	-6.33393	Konflikt v Severním Irsku		
713	1971	12	10	2		54.794595	-7.539339	Konflikt v Severním Irsku		
714	1970	8	11	2		54.077313	-6.608787	Konflikt v Severním Irsku		
715	1970	9	2	2	0	37.97918	23.716647	Ostatní		
716	1970	11	16	2		54.597269	-5.930109	Konflikt v Severním Irsku		
717	2014	1	15	1	1	50.075538	14.437801	Ostatní		
718	2014	12	20	1	3	47.352401	0.663611	Ostatní		
719	2013	1	19	1	0	48.768384	14.963675	Ostatní		
720	2013	4	29	1	0	52.463685	-1.858026	Ostatní		
721	2013	5	22	1	0	51.490175	0.065697	Ostatní		
722	2013	10	8	1	0	54.597285	-5.93012	Konflikt v Severním Irsku		
723	2013	10	10	1	0	55.002017	-7.323312	Konflikt v Severním Irsku		
724	2012	3	11	1	0	43.604652	1.444209	Ostatní		
725	2012	3	12	1	1	50.85034	4.35171	Ostatní		
726	2012	6	29	1	0	41.561127	23.277674	Ostatní		
727	2012	11	1	1	0	54.42193	-6.45129	Konflikt v Severním Irsku		
728	2011	4	2	1	0	54.600305	-7.298402	Ostatní		
729	2011	6	9	1	0	53.321737	-6.395216	Konflikt v Severním Irsku		
730	2011	8	11	1	0	59.44269	24.753197	Ostatní		
731	2010	3	0	1	0	37.97918	23.716647	Ostatní		
732	2010	3	28	1	2	37.97918	23.716647	Ostatní		
733	2010	6	24	1	0	37.97918	23.716647	Ostatní		
734	2010	7	19	1	0	37.931908	23.757252	Ostatní		
735	2010	12	11	1	2	59.332788	18.064488	Ostatní		
736	2009	1	13	1	0	48.208174	16.373819	Ostatní		
737	2009	3	9	1	0	54.448118	-6.387579	Konflikt v Severním Irsku		
738	2009	6	17	1	0	37.97918	23.716647	Ostatní		
739	2009	6	19	1	0	43.20752	-2.887839	Baskický separatismus		
740	2008	5	14	1	4	42.977822	-2.642724	Baskický separatismus		
741	2008	9	22	1	6	43.442153	-3.453193	Baskický separatismus		
742	2008	12	3	1	0	43.1839	-2.265466	Baskický separatismus		
743	2007	4	25	1	1			Extrémní pravice		
744	2007	6	30	1	2	55.863239	-4.427852	Ostatní		
745	2007	11	8	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
746	2007	12	6	1	1	48.856614	2.352222	Ostatní		
747	2006	1	22	1	0	43.529742	5.447427	Ostatní		
748	2006	4	4	1	0	54.830603	-8.369233	Konflikt v Severním Irsku		
749	2006	4	4	1	0			Extrémní pravice		
750	2006	4	6	1	0			Extrémní pravice		
751	2005	6	9	1	0			Extrémní pravice		
752	2005	6	15	1	0			Extrémní pravice		
753	2005	7	1	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
754	2005	9	14	1	1	41.467597	XII.37	Ostatní		
755	2004	2	25	1	0			Extrémní pravice		
756	2004	3	28	1	0	45.539838	10.222956	Ostatní		
757	2004	11	2	1	2	52.370216	4.895168	Ostatní		
758	2003	2	8	1	0	43.22048	-2.021122	Baskický separatismus		
759	2002	1	12	1	0	54.663392	-5.917475	Konflikt v Severním Irsku		
760	2002	3	19	1	0	44.49419	11.346518	Ostatní		
761	2002	3	21	1	0	43.278322	-2.126597	Baskický separatismus		
762	2002	5	6	1	0	52.233333	5.166667	Ostatní		
763	2002	8	1	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
764	2002	9	24	1	1	43.07563	-2.223667	Ostatní		
765	2002	10	9	1	0	42.696492	23.326011	Ostatní		
766	2002	12	17	1	2	40.627256	-4.008587	Baskický separatismus		
767	2001	1	26	1	2	43.320812	-1.984447	Baskický separatismus		
768	2001	1	26	1	0	59.835423	10.789374	Extrémní pravice		
769	2001	3	9	1	1	43.267549	-1.975814	Ostatní		
770	2001	3	9	1	1	43.267549	-1.975814	Baskický separatismus		
771	2001	3	10	1	0	59.44269	24.753197	Ostatní		
772	2001	3	17	1	3	42.262968	3.174805	Baskický separatismus		
773	2001	3	20	1	0	43.267454	-2.020169	Baskický separatismus		
774	2001	5	6	1	0	41.656285	-0.876533	Baskický separatismus		
775	2001	5	24	1	0	43.320812	-1.984447	Baskický separatismus		
776	2001	6	13	1	0			Extrémní pravice		
777	2001	6	18	1	1	47.498406	19.040758	Ostatní		
778	2001	6	27	1	0			Extrémní pravice		
779	2001	7	4	1	0	54.713382	-6.216761	Konflikt v Severním Irsku		
780	2001	7	10	1	12	40.416691	-3.700345	Baskický separatismus		
781	2001	7	29	1	1	54.671804	-5.957181	Konflikt v Severním Irsku		
782	2001	8	16	1	0	54.597269	-5.930109	Ostatní		
783	2001	8	20	1	2	43.320812	-1.984447	Baskický separatismus		
784	2001	8	29	1	0			Extrémní pravice		
785	2001	9	28	1	0	54.467967	-6.337967	Konflikt v Severním Irsku		
786	2001	10	29	1	0	54.823432	-7.468374	Konflikt v Severním Irsku		
787	2001	11	7	1	0	43.344167	-3.006389	Baskický separatismus		
788	2001	12	12	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
789	2000	1	10	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
790	2000	4	19	1	0	48.465906	-2.085787	Ostatní		
791	2000	5	7	1	0	43.22048	-2.021122	Baskický separatismus		
792	2000	6	4	1	0	43.169068	-2.632655	Baskický separatismus		
793	2000	6	8	1	0	38.076785	23.814697	Ostatní		
794	2000	7	16	1	0	36.719648	-4.420016	Baskický separatismus		
795	2000	7	29	1	0	43.136978	-2.073914	Baskický separatismus		
796	2000	8	7	1	0	43.297258	-2.256848	Baskický separatismus		
797	2000	8	17	1	34	56.946203	24.104287	Ostatní		
798	2000	8	28	1	0	44.545892	15.375409	Ostatní		
799	2000	9	9	1	0			Extrémní pravice		
800	2000	9	21	1	0	41.430596	2.218239	Baskický separatismus		
801	2000	9	29	1	0	54.755402	-6.606029	Ostatní		
802	2000	10	9	1	0	37.176487	-3.597929	Baskický separatismus		
803	2000	10	13	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
804	2000	10	22	1	0	42.846718	-2.671635	Baskický separatismus		
805	2000	11	1	1	0	54.684823	-5.965868	Ostatní		
806	2000	11	16	1	0	42.647282	23.266141	Ostatní		
807	2000	11	17	1	0	40.416691	-3.700345	Extrémní levice		
808	2000	11	21	1	0	41.387917	2.169919	Baskický separatismus		
809	2000	11	24	1	0	47.285448	-2.393236	Ostatní		
810	2000	12	6	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
811	2000	12	14	1	0	41.560953	2.01044	Baskický separatismus		
812	1999	3	15	1	0	54.467967	-6.337967	Konflikt v Severním Irsku		
813	1999	3	17	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
814	1999	4	27	1	1	37.97918	23.716647	Ostatní		
815	1999	5	20	1	0	41.89052	12.494249	Extrémní levice		
816	1999	6	5	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
817	1999	6	13	1	0	54.18006	-6.33393	Konflikt v Severním Irsku		
818	1999	7	25	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
819	1998	1	1	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
820	1998	1	9	1	0	43.280364	-2.171588	Baskický separatismus		
821	1998	1	11	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
822	1998	1	18	1	0	54.842824	-6.667731	Konflikt v Severním Irsku		
823	1998	1	20	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
824	1998	1	21	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
825	1998	1	23	1	0	54.597269	-5.930109	Ostatní		
826	1998	2	6	1	0	41.919229	8.738635	Ostatní		
827	1998	2	10	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
828	1998	2	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
829	1998	3	27	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
830	1998	4	21	1	0	54.728377	-6.977312	Ostatní		
831	1998	5	1	1	0	53.039354	-6.092724	Konflikt v Severním Irsku		
832	1998	5	6	1	0	42.817988	-1.644184	Baskický separatismus		
833	1998	5	9	1	0	42.846718	-2.671635	Baskický separatismus		
834	1998	5	9	1	1	48.15	17.1166667	Ostatní		
835	1998	6	25	1	1	43.311307	-1.900896	Baskický separatismus		
836	1998	7	19	1	0	54.597269	-5.930109	Ostatní		
837	1998	10	31	1	0	54.597269	-5.930109	Ostatní		
838	1997	1	8	1	0	40.416691	-3.700345	Baskický separatismus		
839	1997	1	30	1	0			Ostatní		
840	1997	1	31	1	2	45.3433333	18.9997222	Ostatní		
841	1997	2	10	1	0	40.416691	-3.700345	Baskický separatismus		
842	1997	2	10	1	7	37.176487	-3.597929	Baskický separatismus		
843	1997	2	10	1		54.684823	-5.965868	Konflikt v Severním Irsku		
844	1997	2	11	1	0	43.136978	-2.073914	Baskický separatismus		
845	1997	2	12	1	0	54.195016	-6.400072	Konflikt v Severním Irsku		
846	1997	2	17	1	0	43.256963	-2.923441	Ostatní		
847	1997	3	14	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
848	1997	4	17	1	0	48.15	17.1166667	Ostatní		
849	1997	4	24	1	0	43.256963	-2.923441	Ostatní		
850	1997	4	28	1		54.42071	-6.443767	Konflikt v Severním Irsku		
851	1997	5	1	1	0	54.689386	25.280024	Ostatní		
852	1997	5	3	1	0	43.347655	-3.086152	Ostatní		
853	1997	5	8	1	4	51.510167	16.265608	Ostatní		
854	1997	5	9	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
855	1997	5	13	1		54.748926	-6.315597	Konflikt v Severním Irsku		
856	1997	5	28	1	0	37.950902	23.641103	Ostatní		
857	1997	6	1	1		55.070718	-6.514895	Konflikt v Severním Irsku		
858	1997	6	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
859	1997	7	7	1		54.552319	-6.00253	Konflikt v Severním Irsku		
860	1997	7	10	1	0	43.186642	-2.502607	Baskický separatismus		
861	1997	7	15	1		54.520695	-6.268073	Konflikt v Severním Irsku		
862	1997	7	21	1	1	52.229676	21.012229	Ostatní		
863	1997	7	24	1	0	48.15	17.1166667	Ostatní		
864	1997	7	27	1		54.289445	-5.834789	Konflikt v Severním Irsku		
865	1997	8	2	1	0	55.603331	13.001303	Ostatní		
866	1997	8	5	1	1	48.0327227118	22.0437804984	Ostatní		
867	1997	9	5	1	0	43.222177	-2.885668	Baskický separatismus		
868	1997	9	26	1		54.595016	-5.703109	Konflikt v Severním Irsku		
869	1997	10	13	1	0	43.256963	-2.923441	Ostatní		
870	1997	10	25	1		54.65548	-5.674815	Konflikt v Severním Irsku		
871	1997	11	8	1	0	50.075538	14.437801	Extrémní pravice		
872	1997	11	9	1		54.684823	-5.965868	Konflikt v Severním Irsku		
873	1997	12	5	1		54.671804	-5.957181	Konflikt v Severním Irsku		
874	1997	12	10	1	0	45.69578	18.741267	Ostatní		
875	1997	12	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
876	1997	12	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
877	1997	12	27	1	3	54.502852	-6.769568	Konflikt v Severním Irsku		
878	1997	12	27	1		54.488611	-6.1075	Konflikt v Severním Irsku		
879	1997	12	31	1	5	54.597269	-5.930109	Konflikt v Severním Irsku		
880	1997	12	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
881	1996	1	1	1	0	41.919229	8.738635	Ostatní		
882	1996	1	1	1		54.467967	-6.337967	Konflikt v Severním Irsku		
883	1996	1	30	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
884	1996	2	1	1	10	59.357668	27.413365	Ostatní		
885	1996	2	6	1	0	43.320812	-1.984447	Baskický separatismus		
886	1996	2	14	1	0	40.416691	-3.700345	Baskický separatismus		
